Trial,Accuracy (BBQ),Params
120,0.918,"{'prompt_type': 'race', 'num_sents': 200, 'items': 'anti-racist, racist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.8, 'control_method': 'pca_center', 'start_layer': -4, 'end_layer': -10}"
121,0.913,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'anti-racist, racist', 'system_prompt': 'Pretend you are really ', 'coeff': -0.3999999999999999, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -12}"
122,0.92,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'anti-racist, racist', 'system_prompt': 'Pretend you are really ', 'coeff': -0.5999999999999999, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -12}"
123,0.92,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'anti-racist, racist', 'system_prompt': 'Pretend you are really ', 'coeff': -0.7999999999999998, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -11}"
124,0.863,"{'prompt_type': 'starters', 'num_sents': 150, 'items': 'woke, racist', 'system_prompt': 'Pretend you are really ', 'coeff': -1.0, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -12}"
125,0.915,"{'prompt_type': 'starters', 'num_sents': 250, 'items': 'anti-racist, racist', 'system_prompt': 'Pretend you are really ', 'coeff': -0.3999999999999999, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -13}"
126,0.882,"{'prompt_type': 'generic', 'num_sents': 200, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Pretend you are really ', 'coeff': -0.5999999999999999, 'control_method': 'pca_center', 'start_layer': -3, 'end_layer': -12}"
127,0.888,"{'prompt_type': 'starters', 'num_sents': 150, 'items': 'racially inclusive, racially discriminatory', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.6, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -11}"
128,0.882,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'anti-racist, racist', 'system_prompt': 'Pretend you are really ', 'coeff': -1.2, 'control_method': 'pca_diff', 'start_layer': -3, 'end_layer': -11}"
129,0.92,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -0.7999999999999998, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -12}"
130,0.916,"{'prompt_type': 'starters', 'num_sents': 250, 'items': 'anti-racist, racist', 'system_prompt': 'Pretend you are really ', 'coeff': -1.0, 'control_method': 'pca_center', 'start_layer': -3, 'end_layer': -11}"
131,0.92,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'anti-racist, racist', 'system_prompt': 'Pretend you are really ', 'coeff': -0.5999999999999999, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -12}"
132,0.92,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'anti-racist, racist', 'system_prompt': 'Pretend you are really ', 'coeff': -0.5999999999999999, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -12}"
133,0.913,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'anti-racist, racist', 'system_prompt': 'Pretend you are really ', 'coeff': -0.3999999999999999, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -12}"
134,0.909,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'anti-racist, racist', 'system_prompt': 'Pretend you are really ', 'coeff': -0.19999999999999996, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -13}"
135,0.908,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'not racist, racist', 'system_prompt': 'Pretend you are really ', 'coeff': -0.5999999999999999, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -11}"
136,0.794,"{'prompt_type': 'starters', 'num_sents': 250, 'items': 'anti-racist, racist', 'system_prompt': 'Imagine you are very ', 'coeff': -1.4, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -12}"
137,0.913,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -0.7999999999999998, 'control_method': 'pca_center', 'start_layer': -2, 'end_layer': -10}"
138,0.891,"{'prompt_type': 'starters', 'num_sents': 250, 'items': 'anti-racist, racist', 'system_prompt': 'Pretend you are really ', 'coeff': -1.2, 'control_method': 'pca_center', 'start_layer': -5, 'end_layer': -13}"
139,0.91,"{'prompt_type': 'starters', 'num_sents': 150, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Pretend you are really ', 'coeff': -0.5999999999999999, 'control_method': 'pca_center', 'start_layer': -3, 'end_layer': -11}"
140,0.921,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'anti-racist, racist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.0, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -11}"
141,0.921,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'anti-racist, racist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.0, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -11}"
142,0.921,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'anti-racist, racist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.0, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -11}"
143,0.92,"{'prompt_type': 'starters', 'num_sents': 350, 'items': 'anti-racist, racist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.0, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -11}"
144,0.921,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'anti-racist, racist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.0, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -11}"
145,0.918,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'anti-racist, racist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.0, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -10}"
146,0.921,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.2, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -11}"
147,0.879,"{'prompt_type': 'generic', 'num_sents': 250, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.2, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -10}"
148,0.912,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.4, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -11}"
149,0.911,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.4, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -11}"
150,0.88,"{'prompt_type': 'starters', 'num_sents': 150, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.2, 'control_method': 'pca_diff', 'start_layer': -1, 'end_layer': -11}"
151,0.921,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'anti-racist, racist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.0, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -11}"
152,0.917,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'love Black people, hate Black people', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.0, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -11}"
153,0.921,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.2, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -11}"
154,0.921,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.2, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -11}"
155,0.919,"{'prompt_type': 'race', 'num_sents': 200, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.2, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -10}"
156,0.92,"{'prompt_type': 'starters', 'num_sents': 250, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.0, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -11}"
157,0.911,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.4, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -11}"
158,0.921,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.2, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -11}"
159,0.912,"{'prompt_type': 'starters', 'num_sents': 250, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.2, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -10}"
160,0.885,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.6, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -11}"
161,0.921,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.2, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -11}"
162,0.921,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.2, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -11}"
163,0.921,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.2, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -11}"
164,0.914,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.4, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -10}"
165,0.921,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.2, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -11}"
166,0.921,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.2, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -11}"
167,0.921,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.2, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -11}"
168,0.921,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.2, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -11}"
169,0.921,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.2, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -11}"
170,0.921,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.2, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -11}"
171,0.921,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.2, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -11}"
172,0.921,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.2, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -11}"
173,0.918,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.0, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -11}"
174,0.921,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.2, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -11}"
175,0.918,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.0, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -11}"
176,0.915,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.0, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -10}"
177,0.921,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.2, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -11}"
178,0.921,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.2, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -11}"
179,0.912,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.4, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -11}"
180,0.915,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.0, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -10}"
181,0.921,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.2, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -11}"
182,0.921,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.2, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -11}"
183,0.917,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.0, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -11}"
184,0.921,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.2, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -11}"
185,0.921,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.2, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -11}"
186,0.918,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.0, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -11}"
187,0.914,"{'prompt_type': 'starters', 'num_sents': 150, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.4, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -10}"
188,0.921,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.2, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -11}"
189,0.912,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.4, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -11}"
190,0.889,"{'prompt_type': 'generic', 'num_sents': 200, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.0, 'control_method': 'pca_diff', 'start_layer': -1, 'end_layer': -11}"
191,0.921,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.2, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -11}"
192,0.921,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.2, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -11}"
193,0.921,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.2, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -11}"
194,0.918,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.0, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -11}"
195,0.921,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.2, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -11}"
196,0.916,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'woke, racist', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.0, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -11}"
197,0.921,"{'prompt_type': 'race', 'num_sents': 200, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.4, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -10}"
198,0.909,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'racially inclusive, racially discriminatory', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.2, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -11}"
199,0.914,"{'prompt_type': 'starters', 'num_sents': 200, 'items': 'racially tolerant, racially intolerant', 'system_prompt': 'Express in your response that you are extremely ', 'coeff': -1.4, 'control_method': 'pca_center', 'start_layer': -1, 'end_layer': -10}"
